temperature_c,humidity_pct,light_lux,soil_moisture_pct,time_of_day,flower_gender,flower_stage,flower_age_hours,wind_speed_mps,readiness
22.91,64.01,29623.1,51.87,morning,female,fully_open,4,3.32,0
27.14,86.68,44774.8,31.15,noon,male,partially_open,6,3.63,0
24.36,55.36,22535.0,47.34,early_morning,male,closed,5,2.18,0
24.04,76.86,38229.4,64.95,early_morning,male,fully_open,1,1.81,0
32.75,50.17,49464.0,34.51,early_morning,male,partially_open,8,3.5,0
22.54,86.99,26901.1,74.42,noon,male,partially_open,4,1.59,0
27.45,54.5,11131.2,75.47,afternoon,male,fully_open,1,2.62,0
24.19,53.8,32254.4,35.25,early_morning,female,wilting,5,2.46,0
33.43,63.32,24260.7,79.54,morning,female,fully_open,9,1.49,0
29.24,64.94,39594.6,44.88,afternoon,female,partially_open,4,0.35,0
25.01,58.57,52698.5,34.21,early_morning,male,fully_open,1,0.09,0
28.53,73.4,30823.6,30.25,noon,male,partially_open,9,1.71,0
31.51,67.72,29910.9,50.43,morning,female,fully_open,9,1.92,0
34.46,51.37,38765.5,61.49,early_morning,male,partially_open,6,3.29,0
24.87,62.79,12864.4,46.61,morning,male,fully_open,9,1.66,0
33.52,82.42,19914.8,71.84,afternoon,male,wilting,1,1.12,0
34.15,77.59,51192.0,65.83,early_morning,male,wilting,6,1.85,0
33.91,78.99,39487.3,47.51,noon,male,partially_open,5,0.95,0
30.26,77.92,8631.9,66.72,morning,male,wilting,3,0.37,0
30.19,62.44,17617.4,77.02,early_morning,female,wilting,3,0.45,0
27.24,53.99,40093.4,34.65,afternoon,male,closed,5,1.28,0
31.78,60.9,43926.8,45.31,afternoon,female,fully_open,8,0.05,0
28.91,83.27,47473.4,53.17,early_morning,female,fully_open,9,0.88,1
30.81,89.22,21732.3,54.9,afternoon,male,wilting,5,3.15,0
27.57,69.75,51758.3,57.11,morning,female,wilting,5,0.94,0
31.51,50.39,33988.5,45.03,morning,female,partially_open,0,0.44,0
32.72,55.6,40737.3,63.36,morning,male,fully_open,4,3.8,0
23.9,62.88,36046.7,62.25,morning,male,closed,0,2.49,0
32.83,73.14,13768.8,58.89,afternoon,male,closed,8,0.24,0
29.02,53.0,53266.4,35.69,early_morning,female,wilting,9,0.25,0
32.98,87.73,13775.2,53.85,afternoon,male,partially_open,3,2.45,0
27.61,64.6,19979.5,47.81,afternoon,male,partially_open,1,2.16,0
26.93,86.5,46240.5,54.55,early_morning,male,fully_open,8,0.27,0
33.9,81.22,37074.1,76.09,early_morning,male,wilting,5,0.9,0
25.27,80.22,47393.0,54.03,noon,male,wilting,9,3.72,0
32.97,74.27,32239.6,30.7,morning,male,partially_open,2,2.29,0
28.29,75.07,25718.7,51.94,early_morning,female,closed,1,1.76,0
28.68,75.52,51326.7,71.03,afternoon,female,closed,5,1.0,0
26.01,75.15,9703.9,69.0,morning,female,fully_open,9,0.53,1
29.45,72.15,48238.1,55.67,morning,male,wilting,5,1.61,0
26.23,89.46,18848.4,42.49,afternoon,female,wilting,8,3.69,0
22.51,79.29,47890.6,53.25,early_morning,male,closed,4,0.19,0
25.54,81.08,14542.2,58.19,morning,male,wilting,8,3.96,0
22.08,84.9,35270.3,79.99,morning,female,wilting,4,0.83,0
34.72,58.63,49741.1,62.21,morning,male,partially_open,1,1.64,0
34.55,53.35,30256.4,64.71,morning,male,fully_open,0,0.18,0
27.14,69.32,43088.6,54.57,morning,male,fully_open,8,2.34,0
31.47,70.56,45819.6,47.72,afternoon,male,fully_open,9,1.93,0
26.5,83.17,42615.2,70.65,early_morning,female,partially_open,6,2.67,0
30.72,67.75,51490.5,54.75,early_morning,male,fully_open,2,2.17,0
32.47,72.83,29001.2,79.73,morning,female,fully_open,5,1.59,0
34.31,71.08,16136.9,52.86,morning,male,closed,9,2.95,0
27.2,51.53,10247.1,33.4,morning,male,closed,3,0.1,0
32.18,74.61,19583.6,64.13,afternoon,male,fully_open,8,2.16,0
25.46,83.12,14730.3,32.33,afternoon,female,partially_open,1,0.46,0
34.87,56.3,34223.6,42.53,noon,female,partially_open,3,1.74,0
22.34,73.77,16692.4,47.69,morning,male,partially_open,0,3.16,0
29.85,73.74,9829.9,66.97,noon,male,wilting,6,0.57,0
30.57,56.57,9691.5,54.71,noon,female,wilting,3,3.74,0
30.94,54.94,47083.8,31.43,noon,male,partially_open,4,3.55,0
23.57,89.2,35798.1,60.84,early_morning,male,closed,0,1.66,0
34.2,65.75,24830.0,50.57,noon,male,wilting,1,0.02,0
24.36,59.1,50028.7,76.09,morning,male,partially_open,3,3.16,0
30.1,56.85,11299.2,54.98,afternoon,male,wilting,1,3.52,0
24.89,76.7,54075.1,65.45,morning,male,wilting,0,0.7,0
25.99,74.38,36965.7,40.94,afternoon,female,wilting,9,3.66,0
29.1,75.74,16622.8,68.05,early_morning,female,wilting,0,3.66,0
27.42,53.52,39916.2,66.05,early_morning,female,partially_open,5,1.89,0
24.08,85.74,43878.9,75.2,morning,male,wilting,1,3.19,0
24.22,65.57,28179.1,31.69,early_morning,male,fully_open,2,1.78,0
27.44,62.53,48496.7,52.38,afternoon,female,partially_open,4,2.26,0
31.84,68.49,15084.4,63.96,early_morning,female,partially_open,2,1.28,0
33.67,65.6,21105.4,34.76,noon,male,partially_open,5,0.64,0
23.09,84.54,12394.1,50.53,noon,male,wilting,6,2.99,0
27.11,87.17,17911.3,77.11,early_morning,female,partially_open,9,0.01,0
23.3,62.14,19220.3,51.8,morning,female,closed,5,2.32,0
22.22,84.56,51128.8,79.27,noon,female,fully_open,1,3.46,0
30.6,81.26,11671.2,32.84,afternoon,female,closed,8,0.89,0
29.83,87.23,28088.5,65.89,morning,male,fully_open,1,1.33,0
24.12,59.83,33022.7,59.05,early_morning,male,fully_open,5,2.35,0
25.04,73.08,50238.6,55.03,morning,female,wilting,8,0.99,0
22.31,60.98,54891.7,78.54,morning,male,fully_open,8,3.39,0
32.85,82.96,43409.2,36.48,morning,male,fully_open,1,1.47,0
34.67,50.21,53627.2,74.8,morning,female,closed,8,2.33,0
23.76,72.59,44993.8,64.56,early_morning,male,fully_open,7,0.9,0
25.01,63.57,53270.5,42.95,early_morning,female,partially_open,6,0.17,0
33.29,62.91,41241.7,75.08,noon,female,partially_open,7,0.69,0
34.04,75.8,11748.9,51.46,noon,male,fully_open,9,0.18,0
27.46,84.06,26890.2,70.71,afternoon,male,partially_open,7,1.87,0
22.66,74.37,38390.1,49.44,afternoon,male,wilting,0,2.35,0
22.51,84.13,24483.8,72.55,noon,female,partially_open,8,0.18,0
29.46,60.58,20849.0,61.83,noon,male,wilting,5,0.36,0
27.11,70.78,35137.8,37.05,morning,male,fully_open,0,1.94,0
22.37,68.02,51874.6,62.48,noon,female,wilting,0,3.2,0
29.58,50.47,9644.1,39.57,afternoon,male,wilting,6,2.51,0
22.15,72.27,44153.9,50.6,noon,male,fully_open,9,0.42,0
32.24,76.46,41968.2,38.51,morning,male,fully_open,1,3.55,0
25.98,73.68,53305.8,31.1,afternoon,male,wilting,5,3.67,0
22.52,79.45,51743.4,40.59,early_morning,female,closed,4,1.3,0
29.65,72.85,43824.9,56.82,noon,male,fully_open,4,2.46,0
27.17,52.67,32459.2,54.08,early_morning,male,fully_open,9,1.97,0
34.66,54.66,17600.6,55.07,afternoon,female,closed,5,3.77,0
29.07,73.86,33626.1,42.38,noon,female,partially_open,7,2.03,0
25.58,61.0,43971.5,64.26,early_morning,male,closed,4,3.84,0
31.22,53.19,50096.5,65.21,noon,female,partially_open,7,0.8,0
25.53,67.18,45116.5,47.9,early_morning,female,closed,4,1.38,0
33.76,72.17,17177.5,74.06,early_morning,male,wilting,9,3.13,0
26.87,63.15,36185.3,62.2,afternoon,female,fully_open,5,3.13,0
29.15,78.82,23612.2,65.65,noon,female,closed,7,2.93,0
22.66,75.75,8432.7,43.87,early_morning,male,fully_open,1,3.44,0
27.54,63.31,17410.4,30.03,noon,female,partially_open,6,2.81,0
32.82,80.19,13321.4,73.27,noon,female,wilting,2,2.54,0
32.47,75.95,47607.8,71.12,morning,female,fully_open,8,1.84,0
24.92,75.5,20149.8,36.16,afternoon,male,closed,9,1.87,0
24.94,72.14,21380.8,48.71,noon,male,closed,6,1.62,0
32.62,50.46,53117.0,63.07,noon,male,wilting,2,2.48,0
34.1,77.86,25817.1,62.61,noon,male,partially_open,7,1.63,0
23.24,65.04,8450.5,73.02,afternoon,female,wilting,9,0.59,0
27.85,87.7,21340.8,37.01,afternoon,male,wilting,1,0.43,0
26.39,82.72,13607.1,51.5,noon,male,fully_open,9,3.7,0
33.32,73.51,12832.0,34.86,afternoon,female,partially_open,7,0.1,0
23.09,60.09,11641.9,49.48,morning,male,wilting,6,0.42,0
24.74,58.15,35883.2,30.76,afternoon,male,fully_open,4,1.78,0
31.78,63.62,16899.3,74.91,morning,male,fully_open,3,1.05,0
22.67,69.06,24978.4,56.35,morning,male,partially_open,9,1.62,0
28.4,61.84,48514.8,72.49,morning,female,partially_open,9,0.47,0
27.75,70.6,27943.9,33.0,early_morning,female,fully_open,0,0.52,1
26.35,56.61,51037.5,41.37,afternoon,male,partially_open,3,3.2,0
27.13,89.11,31403.1,42.97,noon,male,fully_open,5,3.04,0
28.89,54.32,26745.3,49.33,morning,female,partially_open,5,0.42,0
24.1,87.28,43268.3,70.14,noon,female,partially_open,1,2.67,0
29.44,86.54,11439.2,49.33,morning,male,partially_open,8,2.44,0
32.47,71.01,12205.5,40.23,noon,female,closed,0,2.85,0
31.88,79.0,38642.8,33.25,early_morning,male,partially_open,3,1.9,0
24.0,67.44,30886.2,33.97,morning,male,closed,3,1.08,0
23.94,75.2,45149.5,68.0,early_morning,female,fully_open,1,2.65,0
25.49,63.62,51064.7,52.24,early_morning,male,wilting,7,1.49,0
26.69,62.05,26253.2,66.31,afternoon,male,wilting,1,0.88,0
27.31,73.13,36031.3,64.11,noon,male,wilting,1,1.63,0
30.84,69.93,31532.7,36.77,morning,male,fully_open,1,3.05,0
22.74,73.18,54135.7,37.14,early_morning,female,partially_open,0,1.9,0
22.45,61.47,47061.0,67.77,noon,male,closed,4,1.2,0
27.09,64.68,50851.7,66.06,afternoon,male,fully_open,3,3.33,0
31.06,53.36,19954.0,48.9,noon,male,wilting,1,3.53,0
24.51,52.09,44308.7,33.87,noon,female,wilting,0,1.73,0
30.34,60.14,20477.2,30.6,afternoon,male,wilting,0,1.5,0
25.38,52.97,17810.9,44.41,afternoon,female,wilting,1,2.45,0
33.52,54.15,52380.5,30.46,afternoon,female,closed,0,0.23,0
33.64,82.52,8907.3,41.5,early_morning,female,wilting,8,2.77,0
25.86,51.55,53373.3,50.98,noon,female,closed,1,3.13,0
24.99,76.36,15015.3,36.07,afternoon,male,wilting,2,1.59,0
27.35,60.9,46513.6,35.21,noon,male,fully_open,8,0.7,0
25.13,84.86,20968.4,74.82,noon,female,closed,4,0.12,0
30.74,69.4,24483.0,59.27,early_morning,female,closed,7,2.55,0
32.74,62.22,18187.6,76.72,noon,male,fully_open,6,1.08,0
30.75,70.71,35519.2,47.29,early_morning,male,wilting,5,1.86,0
32.72,65.28,24360.5,63.86,afternoon,male,wilting,1,1.55,0
27.16,72.57,38897.5,40.23,afternoon,female,partially_open,3,0.7,0
24.03,54.58,8735.4,60.92,noon,female,partially_open,8,2.03,0
31.59,89.88,11025.6,36.48,early_morning,male,closed,6,1.84,0
26.69,67.02,12684.1,30.1,early_morning,male,partially_open,2,2.5,0
30.73,63.93,27692.7,76.58,morning,male,fully_open,5,1.01,0
25.52,78.41,46295.4,57.74,morning,male,fully_open,7,0.86,0
23.06,64.56,49744.4,76.35,afternoon,female,fully_open,7,3.26,0
34.9,83.33,19506.1,46.69,afternoon,female,closed,7,2.81,0
24.03,68.17,34995.4,46.39,morning,male,fully_open,7,3.09,0
34.85,78.78,44113.2,50.03,early_morning,male,closed,9,0.49,0
34.7,54.3,21575.0,65.3,noon,male,closed,5,0.9,0
32.32,83.84,27223.4,58.29,noon,female,fully_open,9,2.3,0
30.57,79.43,32626.8,76.27,early_morning,male,fully_open,2,3.43,0
29.51,58.47,14339.1,31.27,afternoon,male,closed,8,3.57,0
33.26,55.81,9221.2,65.41,noon,female,fully_open,2,3.33,0
25.76,62.65,15181.9,46.52,early_morning,female,partially_open,3,0.17,0
28.08,89.04,37462.1,39.01,noon,female,closed,9,3.28,0
30.05,60.27,11460.1,55.52,early_morning,male,wilting,0,3.6,0
27.35,68.25,16915.7,55.25,morning,male,closed,1,0.23,0
27.56,51.2,23879.1,36.85,morning,male,fully_open,5,1.67,0
26.29,65.89,11659.9,40.09,noon,female,fully_open,0,2.15,0
29.34,72.85,17009.9,50.41,noon,female,closed,8,0.93,0
33.06,88.12,50829.7,50.44,noon,female,closed,7,2.07,0
24.62,70.67,8907.1,45.88,noon,male,wilting,1,3.54,0
34.15,82.76,38711.3,37.43,morning,female,wilting,1,3.47,0
30.96,71.89,26067.2,30.22,morning,male,closed,7,3.76,0
32.7,51.63,39614.5,78.51,early_morning,male,fully_open,7,1.94,0
29.23,62.6,35668.5,77.17,noon,male,closed,0,1.64,0
32.13,73.02,18504.4,54.18,morning,female,partially_open,4,2.66,0
22.21,88.02,47818.8,79.75,afternoon,male,partially_open,1,1.67,0
32.64,84.37,31121.2,63.68,early_morning,female,fully_open,0,0.17,0
22.52,59.13,46659.2,33.44,early_morning,female,closed,2,2.88,0
33.57,58.8,27082.6,35.89,early_morning,male,closed,2,1.12,0
34.9,58.05,54280.2,75.81,afternoon,female,partially_open,9,0.2,0
25.82,86.9,44213.0,61.5,afternoon,male,closed,8,0.08,0
24.73,84.11,53399.7,72.16,afternoon,male,fully_open,9,3.73,0
31.95,81.0,32173.3,74.91,morning,female,fully_open,0,1.01,0
25.29,65.71,30263.5,52.4,afternoon,female,wilting,1,1.79,0
33.25,70.18,43506.3,32.43,early_morning,male,fully_open,8,3.8,0
23.34,68.57,49373.7,39.41,noon,female,closed,4,1.87,0
23.64,60.14,53314.9,33.33,early_morning,female,closed,8,0.31,0
34.73,70.2,23253.9,39.44,early_morning,male,partially_open,5,2.21,0
30.76,51.22,45539.1,50.53,morning,male,partially_open,9,0.35,0
33.01,55.27,17900.3,35.91,early_morning,female,fully_open,9,0.38,0
26.22,85.46,33642.0,38.34,morning,male,wilting,2,3.41,0
30.79,80.07,16452.9,52.29,morning,female,closed,7,1.16,0
29.73,66.91,24327.7,47.01,noon,female,wilting,8,2.71,0
29.84,70.69,51773.8,53.38,early_morning,male,closed,1,2.04,0
30.87,64.8,14866.3,51.46,noon,female,fully_open,8,0.89,0
29.48,79.63,37722.8,62.22,noon,male,fully_open,3,2.07,0
27.58,81.37,35868.9,76.86,early_morning,female,partially_open,7,0.28,0
25.59,80.53,13674.7,35.39,early_morning,male,wilting,4,1.39,0
31.99,78.9,23321.0,34.96,afternoon,female,partially_open,5,2.09,0
24.94,58.18,34460.1,72.64,afternoon,male,fully_open,3,0.91,0
31.0,63.52,16797.4,55.32,morning,female,wilting,4,2.64,0
25.03,68.79,45629.3,68.32,early_morning,male,closed,0,0.21,0
30.13,63.23,53691.4,40.77,morning,male,partially_open,2,1.94,0
31.71,80.2,18093.7,71.44,noon,male,fully_open,3,2.86,0
24.84,63.17,16784.9,76.19,noon,female,closed,0,1.72,0
22.78,55.53,29381.9,61.77,afternoon,male,fully_open,2,3.5,0
23.7,65.96,43145.0,35.29,morning,female,closed,3,2.53,0
29.88,89.2,21235.2,74.76,early_morning,female,partially_open,8,3.83,0
33.04,59.04,8934.4,69.62,early_morning,female,closed,2,1.14,0
22.58,74.49,33437.4,67.54,afternoon,male,wilting,2,3.76,0
31.54,67.32,52960.2,31.84,afternoon,female,closed,3,2.43,0
26.44,52.84,26390.0,69.95,morning,male,fully_open,8,2.98,0
28.22,69.52,27746.3,36.9,afternoon,female,closed,8,3.61,0
34.08,78.09,53538.4,41.12,afternoon,female,partially_open,0,2.2,0
26.32,70.53,40646.6,58.86,afternoon,male,fully_open,7,3.45,0
28.05,84.88,41801.1,43.25,noon,male,fully_open,9,2.17,0
22.18,61.56,34447.0,63.07,morning,male,fully_open,0,2.4,0
23.06,53.45,53806.6,60.4,early_morning,male,fully_open,1,1.78,0
25.36,87.46,40376.7,35.41,early_morning,female,wilting,9,0.58,0
22.36,65.13,50066.5,62.8,morning,male,fully_open,4,2.21,0
30.21,73.06,40870.8,76.2,afternoon,female,fully_open,5,3.91,0
27.54,81.68,42550.4,38.06,afternoon,male,fully_open,1,3.15,0
29.13,62.97,21649.3,59.85,early_morning,female,partially_open,9,2.99,0
24.27,78.65,22263.5,47.09,noon,female,partially_open,4,2.57,0
25.85,55.42,44800.3,52.98,morning,female,fully_open,2,1.39,1
30.63,61.65,21945.2,44.35,afternoon,male,wilting,6,0.68,0
34.55,55.79,34450.2,47.71,noon,male,closed,0,0.9,0
22.66,82.45,19719.6,31.45,noon,male,wilting,4,0.03,0
33.57,58.91,46398.2,79.08,afternoon,male,fully_open,2,2.69,0
29.5,78.7,13193.6,61.24,morning,female,fully_open,1,3.25,1
29.33,87.73,46984.0,55.04,morning,female,wilting,2,1.08,0
28.5,71.11,36328.3,49.19,early_morning,male,fully_open,9,0.37,0
22.9,71.6,16784.7,56.97,early_morning,male,closed,3,1.34,0
23.17,68.44,33475.7,49.01,morning,male,partially_open,1,1.17,0
29.81,63.04,21277.4,48.0,afternoon,male,closed,1,1.8,0
26.43,69.03,23203.0,53.2,morning,male,closed,2,1.06,0
33.92,74.11,24521.8,43.8,early_morning,female,closed,1,1.36,0
27.29,89.44,10976.0,39.0,early_morning,male,wilting,5,3.63,0
23.86,87.51,54340.2,57.83,early_morning,female,wilting,1,1.34,0
31.29,84.49,9482.1,72.14,morning,male,closed,0,3.14,0
25.81,85.57,39137.4,37.64,morning,female,wilting,7,2.5,0
28.83,68.71,25447.7,31.64,afternoon,male,fully_open,9,1.35,0
31.07,76.3,38362.5,42.34,early_morning,female,partially_open,3,3.27,0
33.7,85.8,24743.7,78.99,noon,male,wilting,1,2.38,0
32.3,65.72,39666.3,71.44,noon,male,wilting,3,0.03,0
30.79,88.47,42274.1,59.79,afternoon,male,closed,1,0.27,0
30.84,66.63,40456.0,76.46,afternoon,female,partially_open,4,3.01,0
34.3,74.04,13356.2,52.26,early_morning,female,fully_open,6,1.79,0
25.85,78.39,38874.0,79.16,morning,male,fully_open,5,1.62,0
22.01,88.02,21159.4,44.82,morning,male,partially_open,1,0.58,0
25.54,59.78,9353.7,42.02,noon,male,fully_open,3,0.63,0
24.83,79.85,27497.0,61.9,early_morning,male,partially_open,7,3.19,0
30.6,70.83,28376.5,48.91,noon,female,closed,6,3.32,0
30.24,60.74,29957.2,61.32,noon,female,fully_open,6,2.24,0
29.71,81.06,41126.7,45.25,early_morning,female,fully_open,3,1.18,1
22.21,72.09,22515.7,60.9,afternoon,female,partially_open,0,3.73,0
31.47,76.44,22818.2,43.79,noon,female,fully_open,6,2.5,0
26.21,62.92,10846.0,32.55,afternoon,male,wilting,5,3.19,0
30.65,69.25,40280.6,75.61,morning,male,closed,7,0.01,0
29.24,74.69,34687.8,74.16,noon,male,fully_open,4,1.8,0
26.46,66.2,24423.0,78.54,early_morning,male,fully_open,7,3.48,0
23.75,57.93,41143.9,65.83,afternoon,female,fully_open,9,1.35,0
23.23,88.47,33255.8,64.14,morning,female,partially_open,7,2.91,0
32.81,70.46,30054.5,57.95,morning,female,closed,8,2.63,0
33.94,79.36,32032.3,36.3,noon,male,closed,0,0.61,0
30.45,66.44,37908.4,39.46,morning,male,fully_open,2,3.1,0
23.34,64.21,39020.1,44.47,early_morning,female,fully_open,5,0.45,0
27.23,66.29,21581.0,74.51,noon,female,partially_open,3,2.91,0
31.48,66.37,14614.9,38.65,morning,male,closed,7,3.96,0
32.14,71.77,15361.8,76.14,early_morning,female,wilting,9,3.83,0
23.54,71.74,38051.4,56.14,afternoon,female,fully_open,0,3.2,0
22.0,69.89,49025.0,65.78,afternoon,male,wilting,4,2.14,0
31.26,55.39,27246.3,35.51,noon,male,wilting,3,2.7,0
26.64,69.84,15967.4,43.45,early_morning,female,closed,0,2.91,0
25.31,56.76,43560.3,77.93,morning,female,wilting,9,0.03,0
22.17,55.05,47127.0,43.31,noon,male,fully_open,5,0.41,0
29.02,87.31,49387.4,44.83,noon,female,fully_open,9,2.39,0
33.06,74.2,36521.1,39.88,morning,female,partially_open,2,0.03,0
34.45,76.38,48454.2,36.45,early_morning,female,closed,4,3.64,0
29.35,66.07,8724.5,41.66,morning,male,closed,5,1.96,0
28.69,86.36,13040.1,62.12,afternoon,female,wilting,3,1.03,0
23.11,75.52,12351.1,52.77,noon,male,fully_open,9,1.58,0
29.14,80.77,41492.4,57.69,afternoon,female,fully_open,9,3.4,0
26.94,64.74,11270.3,36.12,noon,female,partially_open,5,3.71,0
29.89,88.4,31329.1,70.11,morning,male,wilting,6,0.46,0
27.05,82.82,30217.2,69.2,early_morning,male,fully_open,1,3.11,0
25.12,84.16,22603.1,31.08,morning,female,closed,6,2.31,0
23.23,56.89,48909.0,49.18,afternoon,female,partially_open,6,2.34,0
26.09,60.84,16010.4,33.44,early_morning,male,closed,1,3.12,0
23.26,61.43,24565.8,69.61,early_morning,male,partially_open,2,0.89,0
24.3,60.84,44386.1,66.86,noon,male,closed,2,2.12,0
34.84,84.22,9429.8,75.1,early_morning,male,wilting,0,1.28,0
27.77,51.28,39628.7,41.82,noon,female,fully_open,0,0.38,0
28.91,53.04,46370.7,52.81,early_morning,female,closed,9,0.42,0
33.36,60.96,51816.6,39.22,early_morning,female,wilting,5,0.55,0
34.94,57.99,49185.9,48.56,noon,male,closed,8,2.46,0
29.58,59.27,23011.1,56.11,early_morning,female,wilting,8,0.42,0
32.56,81.92,35559.1,32.67,morning,male,partially_open,0,2.28,0
26.25,72.53,11632.8,65.74,early_morning,female,wilting,6,2.35,0
25.97,50.23,20119.9,57.16,afternoon,male,closed,5,3.62,0
27.24,67.17,12428.5,71.45,noon,male,fully_open,3,2.51,0
30.74,66.32,22813.8,43.59,noon,male,partially_open,2,3.94,0
30.87,54.56,49133.8,75.17,morning,male,partially_open,8,0.12,0
26.1,77.05,24316.8,79.93,afternoon,female,wilting,9,2.82,0
23.73,78.08,34409.2,75.96,early_morning,female,closed,4,0.11,0
30.22,78.84,28368.9,68.89,morning,female,wilting,7,2.92,0
23.67,79.14,29569.1,70.62,early_morning,female,partially_open,3,1.54,0
29.52,50.0,53569.9,58.69,morning,male,fully_open,3,2.45,0
31.01,88.16,21919.3,39.51,noon,male,wilting,5,1.24,0
31.11,82.57,37484.3,63.85,afternoon,female,closed,5,0.64,0
31.8,86.16,27742.9,65.64,noon,male,wilting,2,2.89,0
33.35,50.63,10873.9,79.27,morning,male,wilting,1,3.62,0
28.5,87.35,30998.5,57.07,early_morning,female,wilting,8,0.73,0
31.49,82.39,46227.1,43.57,afternoon,male,fully_open,1,3.68,0
30.05,83.49,12641.4,64.18,early_morning,male,closed,8,0.56,0
24.43,53.73,11270.8,78.97,noon,male,closed,7,2.94,0
22.33,79.55,15220.7,38.86,early_morning,male,partially_open,9,3.84,0
25.7,88.4,43926.8,46.3,morning,male,partially_open,6,0.59,0
27.76,77.14,42027.8,57.09,afternoon,male,wilting,4,1.74,0
30.02,72.82,34555.8,38.51,afternoon,male,partially_open,2,1.35,0
33.05,87.83,30006.6,31.11,afternoon,male,closed,1,1.55,0
24.55,67.72,49751.3,46.85,morning,male,wilting,7,3.01,0
23.63,73.97,44034.8,73.27,early_morning,female,partially_open,1,2.64,0
34.53,69.05,46161.3,32.17,afternoon,male,fully_open,7,3.87,0
23.4,87.31,46223.3,51.45,noon,male,partially_open,4,0.74,0
28.22,53.04,38207.7,68.11,noon,male,fully_open,8,2.17,0
29.61,70.04,29526.7,77.66,noon,male,partially_open,3,1.8,0
29.04,77.48,48639.9,79.27,noon,male,closed,7,3.68,0
23.12,81.68,51522.3,51.1,noon,male,partially_open,6,0.04,0
22.74,73.32,9118.9,77.52,morning,female,fully_open,7,3.96,0
23.37,86.36,10423.1,31.77,early_morning,female,fully_open,4,1.92,0
29.61,87.68,53060.9,67.3,morning,female,partially_open,1,2.5,0
29.08,52.57,21026.5,62.14,noon,male,wilting,6,1.44,0
25.04,66.09,49048.4,42.48,noon,male,fully_open,2,3.41,0
30.29,50.94,26273.4,55.37,afternoon,male,closed,9,2.25,0
32.66,63.18,13597.7,36.48,afternoon,female,partially_open,9,2.65,0
22.54,71.47,11780.8,73.58,early_morning,male,fully_open,9,2.6,0
28.48,86.43,15355.9,47.89,early_morning,male,partially_open,9,1.46,0
30.96,83.86,19745.0,61.3,early_morning,male,partially_open,1,0.3,0
25.28,55.1,30960.4,37.94,morning,female,wilting,2,3.23,0
26.0,53.72,40970.4,40.31,afternoon,female,partially_open,3,1.16,0
29.98,73.57,54360.7,79.6,early_morning,female,partially_open,9,3.4,0
33.67,71.28,28750.8,67.65,afternoon,male,partially_open,6,2.43,0
32.53,60.66,32354.7,78.1,afternoon,male,closed,9,1.41,0
29.58,85.98,32525.3,44.79,afternoon,female,partially_open,0,2.38,0
31.49,87.09,33353.4,38.23,afternoon,male,closed,5,2.58,0
26.74,66.1,32333.8,55.15,afternoon,male,partially_open,5,2.83,0
30.33,85.61,8412.4,54.73,afternoon,female,wilting,7,3.29,0
28.06,65.36,8081.1,38.75,morning,female,wilting,1,0.64,0
24.47,79.47,12590.3,66.66,noon,female,fully_open,1,3.78,0
31.12,69.04,12773.2,48.09,afternoon,male,partially_open,0,1.64,0
29.23,54.9,41130.2,39.32,morning,male,wilting,2,3.44,0
26.66,87.12,17631.1,46.6,early_morning,male,wilting,6,0.88,0
33.85,68.16,50051.6,58.18,morning,female,partially_open,7,0.12,0
22.27,79.38,51644.5,66.32,morning,female,fully_open,6,2.29,0
26.11,64.69,53867.0,54.09,morning,female,closed,8,1.3,0
22.74,50.76,52136.8,56.28,afternoon,female,wilting,7,3.94,0
31.96,54.02,20778.8,36.95,early_morning,female,wilting,7,0.42,0
31.13,69.85,31959.5,75.73,morning,male,closed,1,0.19,0
26.31,77.6,16246.4,76.44,early_morning,female,wilting,0,0.18,0
30.78,63.39,45891.9,64.17,morning,female,closed,5,0.87,0
27.15,77.82,49756.3,30.88,afternoon,male,closed,6,2.32,0
31.83,77.95,48010.6,56.85,morning,male,fully_open,5,2.02,0
27.9,78.16,28368.2,61.46,morning,female,closed,6,1.4,0
27.36,69.7,43657.7,79.73,early_morning,male,closed,7,0.36,0
34.15,86.6,12586.2,79.8,early_morning,female,closed,1,0.93,0
25.26,69.57,9891.5,72.88,early_morning,male,closed,0,0.74,0
23.57,68.01,43402.1,33.19,noon,female,wilting,9,2.98,0
29.6,57.98,27991.7,77.66,early_morning,male,closed,7,3.12,0
34.6,62.31,54790.8,60.63,morning,male,wilting,7,3.11,0
26.91,51.69,12570.9,70.04,noon,male,partially_open,7,3.88,0
22.81,75.34,48214.5,50.36,early_morning,male,partially_open,9,3.54,0
26.41,59.94,30559.2,45.98,afternoon,male,closed,6,1.99,0
28.58,62.17,46876.1,53.16,early_morning,male,fully_open,1,1.66,0
24.1,80.83,46405.0,37.34,afternoon,female,fully_open,3,3.66,0
30.56,63.09,51051.6,47.85,noon,male,wilting,8,2.44,0
34.97,59.69,21999.0,72.88,afternoon,female,wilting,7,1.18,0
27.87,56.76,52640.6,31.9,noon,female,partially_open,3,2.26,0
26.61,80.99,15128.3,37.54,afternoon,female,wilting,7,3.97,0
27.21,55.19,11852.5,36.26,early_morning,male,fully_open,9,3.4,0
23.5,68.15,28285.9,50.15,noon,male,partially_open,5,1.13,0
33.48,70.28,46931.2,79.85,morning,male,closed,8,3.81,0
27.39,77.5,30250.8,38.67,morning,female,wilting,0,3.93,0
